term,docid,tf_in_doc,tf_idf,idf
individu,7,1,0.00036626641202116135,3.5553480614894135
individu,9,1,0.0010117666651933447,3.5553480614894135
individu,10,11,0.006372629733808627,3.5553480614894135
individu,11,1,0.0005931511614096453,3.5553480614894135
individu,12,6,0.0018498168894325775,3.5553480614894135
individu,13,1,0.0016770509724006667,3.5553480614894135
individu,14,1,0.0011906724921263944,3.5553480614894135
individu,17,1,0.0013310924977496868,3.5553480614894135
individu,18,23,0.0031459625827821532,3.5553480614894135
individu,19,2,0.0015334690797884035,3.5553480614894135
individu,20,1,0.001499514154993426,3.5553480614894135
surrog,1,5,0.001562711048209462,3.091042453358316
surrog,10,5,0.002518366020334297,3.091042453358316
intrins,1,1,0.0003170368266864661,3.1354942159291497
intrins,10,1,0.0005109164438535359,3.1354942159291497
intrins,12,3,0.0008156852798983221,3.1354942159291497
exploit,1,2,0.000687805335017625,3.4011973816621555
exploit,3,1,0.00024176836662369598,3.4011973816621555
exploit,6,1,0.0004608668538837609,3.4011973816621555
exploit,8,2,0.0011789245690336761,3.4011973816621555
exploit,11,3,0.0017023009918229006,3.4011973816621555
exploit,12,5,0.0014746780184105774,3.4011973816621555
exploit,14,2,0.002278096035942502,3.4011973816621555
exploit,15,1,0.0009237363882841268,3.4011973816621555
exploit,18,2,0.0002617010257886474,3.4011973816621555
exploit,19,1,0.0007334909168993218,3.4011973816621555
time,1,3,0.001118972534109384,3.6888794541139363
time,2,4,0.013587032980161829,3.6888794541139363
time,3,165,0.043265930475462004,3.6888794541139363
time,4,6,0.005213963892740546,3.6888794541139363
time,5,6,0.005213963892740546,3.6888794541139363
time,6,65,0.03249013069341543,3.6888794541139363
time,7,171,0.06498386593731154,3.6888794541139363
time,8,52,0.033244667524077065,3.6888794541139363
time,9,2,0.0020995329846977442,3.6888794541139363
time,10,2,0.001202176781526458,3.6888794541139363
time,11,166,0.10216115938987545,3.6888794541139363
time,12,12,0.0038385842394525875,3.6888794541139363
time,13,6,0.01044022487013378,3.6888794541139363
time,14,1,0.001235391645717996,3.6888794541139363
time,15,6,0.00601121040865932,3.6888794541139363
time,16,4,0.0019590437886956645,3.6888794541139363
time,17,1,0.0013810855313043566,3.6888794541139363
time,18,26,0.0036898728814281664,3.6888794541139363
time,19,6,0.004773188855873111,3.6888794541139363
time,20,2,0.0031116655032593305,3.6888794541139363
perturb,1,3,0.0009764031824676038,3.2188758248682006
perturb,10,16,0.008392050382579634,3.2188758248682006
perturb,12,4,0.0011165021938495318,3.2188758248682006
perturb,16,7,0.0029915202833347585,3.2188758248682006
perturb,18,6,0.0007430175412306854,3.2188758248682006
new,1,20,0.007246752150568473,3.58351893845611
new,3,33,0.00840603674787117,3.58351893845611
new,6,5,0.0024278583593876084,3.58351893845611
new,7,13,0.004799190913766295,3.58351893845611
new,8,3,0.0018631814238073362,3.58351893845611
new,9,2,0.002039566840327894,3.58351893845611
new,10,8,0.004671362474767619,3.58351893845611
new,11,7,0.004184957051917379,3.58351893845611
new,12,31,0.009633115425957286,3.58351893845611
new,13,1,0.0016903391219132593,3.58351893845611
new,15,3,0.002919760134537841,3.58351893845611
new,16,5,0.002378862810977237,3.58351893845611
new,17,5,0.006708197189172801,3.58351893845611
new,18,26,0.003584483991838528,3.58351893845611
new,19,6,0.00463685866524405,3.58351893845611
new,20,2,0.0030227911754163728,3.58351893845611
feed,1,1,0.0003213401244032301,3.1780538303479458
feed,7,4,0.0013095925951778905,3.1780538303479458
feed,8,1,0.0005507892253635955,3.1780538303479458
feed,18,1,0.00012226575733266442,3.1780538303479458
perturbedconfalonieri,1,1,0.000307838466908334,3.044522437723423
weight,1,3,0.0010696745777399883,3.5263605246161616
weight,3,17,0.004261311410184444,3.5263605246161616
weight,4,2,0.0016614183861560243,3.5263605246161616
weight,5,2,0.0016614183861560243,3.5263605246161616
weight,7,20,0.007265603223686333,3.5263605246161616
weight,8,1,0.0006111543370218651,3.5263605246161616
weight,9,1,0.0010035175084280484,3.5263605246161616
weight,10,1,0.0005746065707375203,3.5263605246161616
weight,11,2,0.001176630138343731,3.5263605246161616
weight,12,10,0.003057891540596741,3.5263605246161616
weight,14,3,0.003542894030089914,3.5263605246161616
weight,16,110,0.05150022008865876,3.5263605246161616
weight,18,13,0.0017636550925252989,3.5263605246161616
weight,20,1,0.0014872882853716413,3.5263605246161616
proxim,1,2,0.0006426802488064602,3.1780538303479458
proxim,11,1,0.0005302058442355599,3.1780538303479458
proxim,12,2,0.0005511713198661023,3.1780538303479458
proxim,18,1,0.00012226575733266442,3.1780538303479458
low,1,2,0.0007131163851599922,3.5263605246161616
low,3,4,0.0010026615082786925,3.5263605246161616
low,4,1,0.0008307091930780121,3.5263605246161616
low,5,1,0.0008307091930780121,3.5263605246161616
low,7,4,0.0014531206447372664,3.5263605246161616
low,8,2,0.0012223086740437302,3.5263605246161616
low,9,1,0.0010035175084280484,3.5263605246161616
low,10,5,0.0028730328536876013,3.5263605246161616
low,12,3,0.0009173674621790224,3.5263605246161616
low,13,1,0.0016633776059510196,3.5263605246161616
low,15,1,0.000957729637321065,3.5263605246161616
low,16,3,0.0014045514569634206,3.5263605246161616
low,18,2,0.0002713315526961999,3.5263605246161616
low,19,1,0.0007604831840880228,3.5263605246161616
num,1,1,0.00032943342143796587,3.258096538021482
num,4,1,0.0007675139076611265,3.258096538021482
num,5,1,0.0007675139076611265,3.258096538021482
num,6,1,0.0004414764956668675,3.258096538021482
num,7,1,0.0003356440236964543,3.258096538021482
num,11,2,0.0010871192986391333,3.258096538021482
ber,1,1,0.00032943342143796587,3.258096538021482
ber,4,1,0.0007675139076611265,3.258096538021482
ber,5,1,0.0007675139076611265,3.258096538021482
ber,6,1,0.0004414764956668675,3.258096538021482
ber,7,1,0.0003356440236964543,3.258096538021482
ber,11,1,0.0005435596493195666,3.258096538021482
keep,1,1,0.00034047480586314196,3.367295829986474
keep,4,1,0.000793238122493869,3.367295829986474
keep,5,1,0.000793238122493869,3.367295829986474
keep,6,2,0.0009125462953892884,3.367295829986474
keep,7,1,0.000346893564436641,3.367295829986474
keep,8,9,0.00525228119062015,3.367295829986474
keep,12,2,0.0005839916458526663,3.367295829986474
keep,18,6,0.0007772775354872022,3.367295829986474
keep,19,1,0.0007261798210020431,3.367295829986474
howev,1,3,0.00110341339526584,3.6375861597263857
howev,2,3,0.010048580551730347,3.6375861597263857
howev,3,15,0.0038785749499499417,3.6375861597263857
howev,4,3,0.0025707322683578694,3.6375861597263857
howev,5,3,0.0025707322683578694,3.6375861597263857
howev,6,13,0.006407672097078999,3.6375861597263857
howev,7,9,0.0033726460737135543,3.6375861597263857
howev,8,10,0.006304308769023198,3.6375861597263857
howev,10,7,0.0041491124520261855,3.6375861597263857
howev,11,2,0.0012137424623711664,3.6375861597263857
howev,12,17,0.005362379874726722,3.6375861597263857
howev,14,4,0.004872854869023959,3.6375861597263857
howev,15,2,0.001975875154658547,3.6375861597263857
howev,16,6,0.0028977053848059367,3.6375861597263857
howev,17,7,0.009533172264352189,3.6375861597263857
howev,18,33,0.0046181796357084885,3.6375861597263857
howev,19,6,0.004706818408099701,3.6375861597263857
howev,20,5,0.007670995697440712,3.6375861597263857
sampl,1,3,0.001087012822585271,3.58351893845611
sampl,3,13,0.003311469021888643,3.58351893845611
sampl,4,3,0.002532522217990184,3.58351893845611
sampl,5,3,0.002532522217990184,3.58351893845611
sampl,6,32,0.015538293500080694,3.58351893845611
sampl,7,9,0.003322516786453589,3.58351893845611
sampl,9,1,0.001019783420163947,3.58351893845611
sampl,10,3,0.0017517609280378575,3.58351893845611
sampl,11,1,0.0005978510074167684,3.58351893845611
sampl,12,16,0.004971930542429566,3.58351893845611
sampl,13,7,0.011832373853392817,3.58351893845611
sampl,14,10,0.012001068112713027,3.58351893845611
sampl,15,20,0.019465067563585604,3.58351893845611
sampl,16,73,0.03473139704026766,3.58351893845611
sampl,18,13,0.001792241995919264,3.58351893845611
sampl,19,2,0.00154561955508135,3.58351893845611
situat,1,1,0.00034047480586314196,3.367295829986474
situat,3,2,0.00047871706425738894,3.367295829986474
situat,7,1,0.000346893564436641,3.367295829986474
situat,8,1,0.0005835867989577945,3.367295829986474
situat,10,2,0.0010973752093812854,3.367295829986474
situat,13,3,0.004765041268848784,3.367295829986474
situat,15,1,0.0009145290141190858,3.367295829986474
situat,18,4,0.0005181850236581348,3.367295829986474
situat,19,2,0.0014523596420040862,3.367295829986474
space,1,2,0.0007189783744164638,3.5553480614894135
space,3,46,0.011625391727929557,3.5553480614894135
space,4,5,0.004187689118362089,3.5553480614894135
space,5,5,0.004187689118362089,3.5553480614894135
space,6,4,0.0019270179195064571,3.5553480614894135
space,7,5,0.001831332060105807,3.5553480614894135
space,10,1,0.0005793299758007844,3.5553480614894135
space,11,4,0.002372604645638581,3.5553480614894135
space,12,9,0.0027747253341488657,3.5553480614894135
space,13,3,0.005031152917202,3.5553480614894135
space,14,1,0.0011906724921263944,3.5553480614894135
space,15,5,0.004828012033527177,3.5553480614894135
space,16,5,0.00236016201638968,3.5553480614894135
space,18,16,0.002188495709761498,3.5553480614894135
space,19,1,0.0007667345398942018,3.5553480614894135
dimension,1,1,0.00035042830159754567,3.4657359027997265
dimension,3,1,0.00024635597830535445,3.4657359027997265
dimension,4,3,0.0024492833235333755,3.4657359027997265
dimension,5,3,0.0024492833235333755,3.4657359027997265
dimension,11,1,0.0005782008513179391,3.4657359027997265
dimension,12,6,0.0018031924572319078,3.4657359027997265
dimension,13,7,0.011443467603584003,3.4657359027997265
dimension,14,4,0.004642646889215976,3.4657359027997265
dimension,15,2,0.0018825290074957774,3.4657359027997265
dimension,16,7,0.003220944147583389,3.4657359027997265
dimension,18,1,0.00013333343218557793,3.4657359027997265
dimension,19,3,0.002242227239249338,3.4657359027997265
boundari,1,3,0.0009376266289256773,3.091042453358316
boundari,18,3,0.0003567547939858788,3.091042453358316
scenario,1,2,0.0006588668428759317,3.258096538021482
scenario,10,1,0.0005308940097802643,3.258096538021482
scenario,11,1,0.0005435596493195666,3.258096538021482
scenario,12,5,0.001412632907570882,3.258096538021482
scenario,16,2,0.0008651345029265751,3.258096538021482
scenario,18,8,0.0010027612166418596,3.258096538021482
fea,1,1,0.0003332494303341081,3.295836866004329
fea,10,1,0.0005370436477113133,3.295836866004329
fea,12,9,0.0025721931836662298,3.295836866004329
fea,13,5,0.007773200155670588,3.295836866004329
fea,15,15,0.013426820475302808,3.295836866004329
fea,16,5,0.0021878895817872604,3.295836866004329
fea,19,1,0.000710769218461145,3.295836866004329
ture,1,1,0.0003439026675088125,3.4011973816621555
ture,7,3,0.0010511581482421414,3.4011973816621555
ture,9,1,0.0009678990841383482,3.4011973816621555
ture,10,2,0.0011084234582571797,3.4011973816621555
ture,11,1,0.0005674336639409669,3.4011973816621555
ture,12,11,0.00324429164050327,3.4011973816621555
ture,13,5,0.008021691937882441,3.4011973816621555
ture,15,12,0.011084836659409522,3.4011973816621555
ture,16,5,0.002257831506679604,3.4011973816621555
ture,19,2,0.0014669818337986436,3.4011973816621555
extens,1,3,0.00104165435929782,3.4339872044851463
extens,3,7,0.0017086942302669906,3.4339872044851463
extens,4,1,0.0008089486936360768,3.4339872044851463
extens,5,1,0.0008089486936360768,3.4339872044851463
extens,9,5,0.004886151400804135,3.4339872044851463
extens,11,2,0.0011458082097047535,3.4339872044851463
extens,12,1,0.0002977789806178587,3.4339872044851463
extens,14,5,0.005750146022245724,3.4339872044851463
extens,15,1,0.0009326418263131847,3.4339872044851463
extens,16,2,0.0009118394063954185,3.4339872044851463
extens,18,3,0.0003963359986710052,3.4339872044851463
call,1,2,0.0007246752150568474,3.58351893845611
call,2,2,0.006599482391263555,3.58351893845611
call,3,5,0.001273641931495632,3.58351893845611
call,4,2,0.0016883481453267891,3.58351893845611
call,5,2,0.0016883481453267891,3.58351893845611
call,6,2,0.0009711433437550434,3.58351893845611
call,7,6,0.0022150111909690594,3.58351893845611
call,8,1,0.0006210604746024454,3.58351893845611
call,9,2,0.002039566840327894,3.58351893845611
call,11,1,0.0005978510074167684,3.58351893845611
call,12,4,0.0012429826356073915,3.58351893845611
call,14,2,0.002400213622542605,3.58351893845611
call,15,2,0.0019465067563585604,3.58351893845611
call,16,3,0.0014273176865863422,3.58351893845611
call,17,3,0.00402491831350368,3.58351893845611
call,18,7,0.0009650533824180651,3.58351893845611
anchor,1,2,0.0006250844192837848,3.091042453358316
anchor,18,1,0.00011891826466195961,3.091042453358316
construct,1,2,0.000707079385534172,3.4965075614664802
construct,4,1,0.0008236766929249659,3.4965075614664802
construct,5,1,0.0008236766929249659,3.4965075614664802
construct,6,1,0.000473781512393832,3.4965075614664802
construct,7,1,0.00036020475548227877,3.4965075614664802
construct,9,1,0.0009950220721304725,3.4965075614664802
construct,10,3,0.001709226443604276,3.4965075614664802
construct,12,5,0.0015160022378886925,3.4965075614664802
construct,14,2,0.002341934066621889,3.4965075614664802
construct,15,1,0.0009496218254933406,3.4965075614664802
construct,16,2,0.0009284406695343813,3.4965075614664802
construct,17,1,0.001309063107999431,3.4965075614664802
construct,18,10,0.0013451727624616168,3.4965075614664802
coverag,1,1,0.0003170368266864661,3.1354942159291497
coverag,3,1,0.00022288130622186164,3.1354942159291497
coverag,18,6,0.0007237704495662255,3.1354942159291497
regard,1,5,0.0017195133375440626,3.4011973816621555
regard,3,5,0.00120884183311848,3.4011973816621555
regard,6,3,0.0013826005616512827,3.4011973816621555
regard,8,2,0.0011789245690336761,3.4011973816621555
regard,10,4,0.0022168469165143594,3.4011973816621555
regard,12,5,0.0014746780184105774,3.4011973816621555
regard,15,2,0.0018474727765682537,3.4011973816621555
regard,16,1,0.00045156630133592077,3.4011973816621555
regard,17,1,0.001273379775987329,3.4011973816621555
regard,18,18,0.0023553092320978265,3.4011973816621555
welldefin,1,1,0.000307838466908334,3.044522437723423
faith,1,1,0.000307838466908334,3.044522437723423
whatif,1,1,0.0003125422096418924,3.091042453358316
whatif,18,1,0.00011891826466195961,3.091042453358316
alter,1,1,0.0003125422096418924,3.091042453358316
alter,18,4,0.00047567305864783845,3.091042453358316
smallest,1,1,0.0003254677274892013,3.2188758248682006
smallest,4,1,0.0007582746348334983,3.2188758248682006
smallest,5,1,0.0007582746348334983,3.2188758248682006
smallest,6,2,0.0008723240717800002,3.2188758248682006
smallest,12,1,0.00027912554846238295,3.2188758248682006
ale,1,2,0.000615676933816668,3.044522437723423
temperatur,1,3,0.0009376266289256773,3.091042453358316
temperatur,7,1,0.00031843437244857484,3.091042453358316
humid,1,3,0.0009235154007250019,3.044522437723423
wind,1,1,0.0003125422096418924,3.091042453358316
wind,7,12,0.003821212469382898,3.091042453358316
speed,1,1,0.00032943342143796587,3.258096538021482
speed,7,12,0.004027728284357452,3.258096538021482
speed,8,22,0.012422551791416396,3.258096538021482
speed,9,2,0.0018543520421294719,3.258096538021482
speed,11,1,0.0005435596493195666,3.258096538021482
speed,12,1,0.0002825265815141764,3.258096538021482
number,1,5,0.0018116880376421183,3.58351893845611
number,3,12,0.0030567406355895164,3.58351893845611
number,4,6,0.005065044435980368,3.58351893845611
number,5,6,0.005065044435980368,3.58351893845611
number,6,45,0.021850725234488475,3.58351893845611
number,7,24,0.008860044763876238,3.58351893845611
number,8,39,0.024221358509495368,3.58351893845611
number,10,7,0.004087442165421667,3.58351893845611
number,11,5,0.0029892550370838418,3.58351893845611
number,12,22,0.006836404495840654,3.58351893845611
number,13,11,0.018593730341045854,3.58351893845611
number,14,12,0.01440128173525563,3.58351893845611
number,15,20,0.019465067563585604,3.58351893845611
number,16,9,0.004281953059759027,3.58351893845611
number,18,14,0.0019301067648361302,3.58351893845611
number,19,3,0.002318429332622025,3.58351893845611
rent,1,2,0.0006426802488064602,3.1780538303479458
rent,6,1,0.00043063060031814983,3.1780538303479458
rent,7,1,0.00032739814879447263,3.1780538303479458
rent,9,1,0.0009043977889436385,3.1780538303479458
bicycl,1,1,0.000307838466908334,3.044522437723423
day,1,1,0.0003369266441026495,3.332204510175204
day,3,4,0.0009474564999076496,3.332204510175204
day,7,1,0.00034327851140158685,3.332204510175204
day,8,20,0.011550102288302265,3.332204510175204
day,10,1,0.0005429696122169145,3.332204510175204
day,17,1,0.00124754942350251,3.332204510175204
day,18,1,0.00012819622629843435,3.332204510175204
day,19,2,0.0014372242873302583,3.332204510175204
molnar,1,2,0.0006250844192837848,3.091042453358316
molnar,18,1,0.00011891826466195961,3.091042453358316
due,1,2,0.0007356089301772266,3.6375861597263857
due,3,5,0.0012928583166499808,3.6375861597263857
due,4,1,0.0008569107561192899,3.6375861597263857
due,5,1,0.0008569107561192899,3.6375861597263857
due,6,1,0.0004928978536214614,3.6375861597263857
due,7,7,0.0026231691684438754,3.6375861597263857
due,8,3,0.0018912926307069597,3.6375861597263857
due,10,1,0.0005927303502894551,3.6375861597263857
due,11,3,0.0018206136935567496,3.6375861597263857
due,12,4,0.0012617364411121699,3.6375861597263857
due,13,3,0.00514752758451847,3.6375861597263857
due,14,5,0.006091068586279949,3.6375861597263857
due,15,1,0.0009879375773292735,3.6375861597263857
due,16,4,0.0019318035898706243,3.6375861597263857
due,17,5,0.006809408760251564,3.6375861597263857
due,18,16,0.002239117399131388,3.6375861597263857
due,19,1,0.0007844697346832835,3.6375861597263857
due,20,1,0.0015341991394881424,3.6375861597263857
correlationbetween,1,1,0.000307838466908334,3.044522437723423
smaller,1,1,0.0003439026675088125,3.4011973816621555
smaller,4,2,0.0016024487074968931,3.4011973816621555
smaller,5,2,0.0016024487074968931,3.4011973816621555
smaller,6,1,0.0004608668538837609,3.4011973816621555
smaller,8,16,0.009431396552269409,3.4011973816621555
smaller,9,1,0.0009678990841383482,3.4011973816621555
smaller,12,2,0.0005898712073642309,3.4011973816621555
smaller,14,1,0.001139048017971251,3.4011973816621555
smaller,16,2,0.0009031326026718415,3.4011973816621555
smaller,17,1,0.001273379775987329,3.4011973816621555
decreas,1,1,0.0003332494303341081,3.295836866004329
decreas,7,1,0.0003395319734216884,3.295836866004329
decreas,8,8,0.004569617838480872,3.295836866004329
decreas,12,1,0.0002857992426295811,3.295836866004329
decreas,13,1,0.0015546400311341176,3.295836866004329
decreas,17,1,0.0012339336825175325,3.295836866004329
decreas,18,2,0.00025359418812790594,3.295836866004329
bike,1,1,0.000307838466908334,3.044522437723423
boston,1,4,0.0012853604976129204,3.1780538303479458
boston,3,1,0.00022590658447170498,3.1780538303479458
boston,6,1,0.00043063060031814983,3.1780538303479458
boston,16,1,0.00042194023238820307,3.1780538303479458
harrison,1,2,0.0006340736533729322,3.1354942159291497
harrison,3,10,0.0022288130622186166,3.1354942159291497
harrison,18,1,0.00012062840826103758,3.1354942159291497
rubinfeld,1,2,0.000615676933816668,3.044522437723423
collect,1,1,0.00034721811976594,3.4339872044851463
collect,3,3,0.0007322975272572817,3.4339872044851463
collect,4,3,0.0024268460809082305,3.4339872044851463
collect,5,3,0.0024268460809082305,3.4339872044851463
collect,7,5,0.0017688200290950586,3.4339872044851463
collect,9,5,0.004886151400804135,3.4339872044851463
collect,12,1,0.0002977789806178587,3.4339872044851463
collect,13,1,0.001619805285134503,3.4339872044851463
collect,18,10,0.0013211199955700174,3.4339872044851463
collect,19,3,0.0022216867831476037,3.4339872044851463
collect,20,1,0.001448328639597278,3.4339872044851463
us,1,1,0.000353539692767086,3.4965075614664802
us,3,4,0.0009941733185858629,3.4965075614664802
us,4,2,0.0016473533858499317,3.4965075614664802
us,5,2,0.0016473533858499317,3.4965075614664802
us,6,2,0.000947563024787664,3.4965075614664802
us,7,1,0.00036020475548227877,3.4965075614664802
us,10,5,0.00284871073934046,3.4965075614664802
us,11,2,0.0011666691896785053,3.4965075614664802
us,12,1,0.0003032004475777385,3.4965075614664802
us,13,3,0.004947888058678981,3.4965075614664802
us,15,3,0.002848865476480022,3.4965075614664802
us,18,3,0.000403551828738485,3.4965075614664802
us,19,1,0.0007540451933289801,3.4965075614664802
censu,1,1,0.000307838466908334,3.044522437723423
hous,1,2,0.0006426802488064602,3.1780538303479458
hous,7,1,0.00032739814879447263,3.1780538303479458
hous,15,2,0.0017262649811775911,3.1780538303479458
hous,16,1,0.00042194023238820307,3.1780538303479458
area,1,1,0.0003439026675088125,3.4011973816621555
area,3,29,0.0070112826320871844,3.4011973816621555
area,4,1,0.0008012243537484466,3.4011973816621555
area,5,1,0.0008012243537484466,3.4011973816621555
area,7,7,0.00245270234589833,3.4011973816621555
area,15,1,0.0009237363882841268,3.4011973816621555
area,16,1,0.00045156630133592077,3.4011973816621555
area,17,4,0.005093519103949316,3.4011973816621555
area,18,9,0.0011776546160489133,3.4011973816621555
area,19,3,0.002200472750697966,3.4011973816621555
massachusett,1,1,0.000307838466908334,3.044522437723423
median,1,1,0.0003170368266864661,3.1354942159291497
median,3,12,0.0026745756746623397,3.1354942159291497
median,6,4,0.001699454859582195,3.1354942159291497
owneroccupi,1,1,0.000307838466908334,3.044522437723423
home,1,1,0.0003170368266864661,3.1354942159291497
home,9,1,0.0008922863448859277,3.1354942159291497
home,20,6,0.007934612102730871,3.1354942159291497
rm,1,1,0.0003254677274892013,3.2188758248682006
rm,3,1,0.00022880834694826558,3.2188758248682006
rm,10,2,0.0010490062978224543,3.2188758248682006
rm,18,1,0.0001238362568717809,3.2188758248682006
rm,20,3,0.004072807876256686,3.2188758248682006
averagenumb,1,1,0.000307838466908334,3.044522437723423
room,1,1,0.000307838466908334,3.044522437723423
per,1,2,0.000707079385534172,3.4965075614664802
per,2,1,0.0032196202223448256,3.4965075614664802
per,3,1,0.0002485433296464657,3.4965075614664802
per,6,5,0.00236890756196916,3.4965075614664802
per,7,5,0.001801023777411394,3.4965075614664802
per,8,4,0.002423922053009692,3.4965075614664802
per,9,2,0.001990044144260945,3.4965075614664802
per,11,1,0.0005833345948392526,3.4965075614664802
per,12,1,0.0003032004475777385,3.4965075614664802
per,13,4,0.006597184078238642,3.4965075614664802
per,15,6,0.005697730952960044,3.4965075614664802
per,18,4,0.0005380691049846467,3.4965075614664802
per,19,1,0.0007540451933289801,3.4965075614664802
dwell,1,1,0.000307838466908334,3.044522437723423
tax,1,1,0.0003125422096418924,3.091042453358316
tax,15,2,0.001679001875805712,3.091042453358316
fullvalu,1,1,0.000307838466908334,3.044522437723423
propertytax,1,1,0.000307838466908334,3.044522437723423
rate,1,11,0.003922140118379957,3.5263605246161616
rate,2,1,0.003247109138688915,3.5263605246161616
rate,3,19,0.00476264216432379,3.5263605246161616
rate,4,1,0.0008307091930780121,3.5263605246161616
rate,5,1,0.0008307091930780121,3.5263605246161616
rate,6,1,0.0004778266293517834,3.5263605246161616
rate,7,6,0.0021796809671059,3.5263605246161616
rate,8,54,0.033002334199180715,3.5263605246161616
rate,9,1,0.0010035175084280484,3.5263605246161616
rate,13,9,0.014970398453559176,3.5263605246161616
rate,17,1,0.0013202398070446132,3.5263605246161616
rate,18,9,0.0012209919871328996,3.5263605246161616
rate,19,5,0.003802415920440114,3.5263605246161616
rate,20,1,0.0014872882853716413,3.5263605246161616
nox,1,1,0.000307838466908334,3.044522437723423
nitric,1,1,0.000307838466908334,3.044522437723423
oxid,1,1,0.0003125422096418924,3.091042453358316
oxid,18,1,0.00011891826466195961,3.091042453358316
concentr,1,1,0.0003254677274892013,3.2188758248682006
concentr,3,1,0.00022880834694826558,3.2188758248682006
concentr,7,2,0.0006632071339998353,3.2188758248682006
concentr,18,2,0.0002476725137435618,3.2188758248682006
concentr,20,1,0.0013576026254188951,3.2188758248682006
lstat,1,1,0.000307838466908334,3.044522437723423
lower,1,1,0.00034047480586314196,3.367295829986474
lower,7,2,0.000693787128873282,3.367295829986474
lower,8,5,0.0029179339947889723,3.367295829986474
lower,11,2,0.0011235554988276524,3.367295829986474
lower,12,1,0.00029199582292633317,3.367295829986474
lower,14,1,0.0011276945177449678,3.367295829986474
lower,17,6,0.007564123916105894,3.367295829986474
lower,18,2,0.0002590925118290674,3.367295829986474
lower,19,1,0.0007261798210020431,3.367295829986474
popul,1,1,0.00034047480586314196,3.367295829986474
popul,2,1,0.0031006407274276927,3.367295829986474
popul,3,4,0.0009574341285147779,3.367295829986474
popul,6,1,0.0004562731476946442,3.367295829986474
popul,13,1,0.0015883470896162614,3.367295829986474
popul,14,1,0.0011276945177449678,3.367295829986474
popul,17,1,0.0012606873193509826,3.367295829986474
popul,18,2,0.0002590925118290674,3.367295829986474
popul,19,2,0.0014523596420040862,3.367295829986474
ptratio,1,1,0.000307838466908334,3.044522437723423
pupilteach,1,1,0.000307838466908334,3.044522437723423
ratio,1,1,0.0003332494303341081,3.295836866004329
ratio,3,3,0.0007028369773964307,3.295836866004329
ratio,4,1,0.0007764044442884168,3.295836866004329
ratio,5,1,0.0007764044442884168,3.295836866004329
ratio,12,8,0.0022863939410366486,3.295836866004329
ratio,14,1,0.0011037631835245575,3.295836866004329
ratio,18,3,0.00038039128219185885,3.295836866004329
town,1,1,0.000307838466908334,3.044522437723423
appreciatedo,1,1,0.000307838466908334,3.044522437723423
world,1,4,0.0013177336857518635,3.258096538021482
world,3,1,0.00023159628504559865,3.258096538021482
world,6,1,0.0004414764956668675,3.258096538021482
world,16,2,0.0008651345029265751,3.258096538021482
world,17,3,0.0036594120606755695,3.258096538021482
world,18,9,0.0011281063687220922,3.258096538021482
captur,1,2,0.0007008566031950913,3.4657359027997265
captur,4,2,0.0016328555490222505,3.4657359027997265
captur,5,2,0.0016328555490222505,3.4657359027997265
captur,6,1,0.00046961191094847246,3.4657359027997265
captur,7,3,0.0010711041216028823,3.4657359027997265
captur,9,1,0.0009862651971541624,3.4657359027997265
captur,11,15,0.008673012769769086,3.4657359027997265
captur,12,1,0.00030053207620531794,3.4657359027997265
captur,16,1,0.00046013487822619837,3.4657359027997265
captur,17,1,0.0012975424570571797,3.4657359027997265
captur,18,10,0.001333334321855779,3.4657359027997265
captur,19,1,0.0007474090797497792,3.4657359027997265
wachter,1,6,0.0018752532578513545,3.091042453358316
wachter,18,1,0.00011891826466195961,3.091042453358316
you,1,4,0.0013618992234525678,3.367295829986474
you,7,1,0.000346893564436641,3.367295829986474
you,8,5,0.0029179339947889723,3.367295829986474
you,9,1,0.0009582515167861339,3.367295829986474
you,10,2,0.0010973752093812854,3.367295829986474
you,11,1,0.0005617777494138262,3.367295829986474
you,13,2,0.003176694179232523,3.367295829986474
you,18,4,0.0005181850236581348,3.367295829986474
you,19,1,0.0007261798210020431,3.367295829986474
deni,1,2,0.0006250844192837848,3.091042453358316
deni,11,1,0.0005156894316580441,3.091042453358316
loan,1,4,0.0012681473067458645,3.1354942159291497
loan,10,1,0.0005109164438535359,3.1354942159291497
loan,18,1,0.00012062840826103758,3.1354942159291497
becaus,1,3,0.0010784675616246956,3.5553480614894135
becaus,3,5,0.0012636295356445173,3.5553480614894135
becaus,6,2,0.0009635089597532286,3.5553480614894135
becaus,7,3,0.0010987992360634842,3.5553480614894135
becaus,8,11,0.006777959909251915,3.5553480614894135
becaus,9,1,0.0010117666651933447,3.5553480614894135
becaus,10,2,0.0011586599516015688,3.5553480614894135
becaus,11,1,0.0005931511614096453,3.5553480614894135
becaus,14,3,0.003572017476379183,3.5553480614894135
becaus,15,2,0.0019312048134108707,3.5553480614894135
becaus,16,1,0.0004720324032779359,3.5553480614894135
becaus,17,4,0.005324369990998747,3.5553480614894135
becaus,18,5,0.0006839049093004682,3.5553480614894135
becaus,19,5,0.0038336726994710087,3.5553480614894135
becaus,20,5,0.007497570774967131,3.5553480614894135
your,1,2,0.0006250844192837848,3.091042453358316
your,8,1,0.000535709264013573,3.091042453358316
annual,1,4,0.001347706576410598,3.332204510175204
annual,3,1,0.0002368641249769124,3.332204510175204
annual,6,1,0.00045151822631100323,3.332204510175204
annual,7,1,0.00034327851140158685,3.332204510175204
