term,docid,tf_in_doc,tf_idf,idf
exponenti,6,1,0.0004361620358900001,3.2188758248682006
exponenti,7,1,0.00033160356699991764,3.2188758248682006
exponenti,11,1,0.0005370163204651653,3.2188758248682006
exponenti,16,1,0.0004273600404763941,3.2188758248682006
smooth,3,57,0.013200988247599126,3.258096538021482
smooth,4,1,0.0007675139076611265,3.258096538021482
smooth,5,1,0.0007675139076611265,3.258096538021482
smooth,10,1,0.0005308940097802643,3.258096538021482
smooth,12,1,0.0002825265815141764,3.258096538021482
smooth,18,3,0.0003760354562406974,3.258096538021482
kalman,3,13,0.0028563798616475767,3.091042453358316
kalman,18,2,0.00023783652932391923,3.091042453358316
multivari,3,32,0.007659473028118223,3.367295829986474
multivari,6,1,0.0004562731476946442,3.367295829986474
multivari,7,8,0.002775148515493128,3.367295829986474
multivari,11,12,0.006741332992965914,3.367295829986474
multivari,12,1,0.00029199582292633317,3.367295829986474
multivari,13,1,0.0015883470896162614,3.367295829986474
multivari,15,1,0.0009145290141190858,3.367295829986474
multivari,18,2,0.0002590925118290674,3.367295829986474
multivari,20,1,0.0014202006874679352,3.367295829986474
nonlinear,3,54,0.013055491797679585,3.4011973816621555
nonlinear,4,9,0.007211019183736018,3.4011973816621555
nonlinear,5,9,0.007211019183736018,3.4011973816621555
nonlinear,6,7,0.003226067977186326,3.4011973816621555
nonlinear,7,4,0.0014015441976561885,3.4011973816621555
nonlinear,10,5,0.002771058645642949,3.4011973816621555
nonlinear,12,2,0.0005898712073642309,3.4011973816621555
nonlinear,16,1,0.00045156630133592077,3.4011973816621555
nonlinear,18,5,0.0006542525644716185,3.4011973816621555
nonlinear,19,1,0.0007334909168993218,3.4011973816621555
interv,3,51,0.011948228615739322,3.295836866004329
interv,4,1,0.0007764044442884168,3.295836866004329
interv,5,1,0.0007764044442884168,3.295836866004329
interv,7,3,0.001018595920265065,3.295836866004329
interv,8,1,0.000571202229810109,3.295836866004329
interv,11,3,0.0016495680010031677,3.295836866004329
interv,19,1,0.000710769218461145,3.295836866004329
regimeswitch,3,4,0.0008656589245730516,3.044522437723423
season,3,70,0.01581346091301935,3.1780538303479458
season,6,39,0.016794593412407844,3.1780538303479458
season,7,8,0.002619185190355781,3.1780538303479458
season,11,3,0.0015906175327066794,3.1780538303479458
univari,3,29,0.00686905962433046,3.332204510175204
univari,4,1,0.0007849716160601187,3.332204510175204
univari,5,1,0.0007849716160601187,3.332204510175204
univari,6,1,0.00045151822631100323,3.332204510175204
univari,7,3,0.0010298355342047605,3.332204510175204
univari,11,1,0.0005559233417042382,3.332204510175204
univari,12,1,0.00028895287115636523,3.332204510175204
univari,18,1,0.00012819622629843435,3.332204510175204
var,3,20,0.004457626124437233,3.1354942159291497
var,4,1,0.0007386323241293639,3.1354942159291497
var,5,1,0.0007386323241293639,3.1354942159291497
iif,3,5,0.0010820736557163148,3.044522437723423
ago,3,6,0.0013554395068302299,3.1780538303479458
ago,17,1,0.001189836701740152,3.1780538303479458
ago,18,1,0.00012226575733266442,3.1780538303479458
ago,19,1,0.0006853685206702492,3.1780538303479458
seriesforecast,3,3,0.000659164583457133,3.091042453358316
seriesforecast,7,1,0.00031843437244857484,3.091042453358316
injournalsspon,3,1,0.0002164147311432629,3.044522437723423
oredbytheinstitut,3,1,0.0002164147311432629,3.044522437723423
althoughwealso,3,1,0.0002164147311432629,3.044522437723423
theiif,3,1,0.0002164147311432629,3.044522437723423
jof,3,5,0.0010820736557163148,3.044522437723423
publishedwith,3,1,0.0002164147311432629,3.044522437723423
john,3,4,0.0009474564999076496,3.332204510175204
john,7,2,0.0006865570228031737,3.332204510175204
john,9,1,0.0009482653699986351,3.332204510175204
john,12,6,0.0017337172269381916,3.332204510175204
john,14,1,0.0011159425687123925,3.332204510175204
john,15,1,0.0009049985090101042,3.332204510175204
john,18,2,0.0002563924525968687,3.332204510175204
john,20,1,0.0014054004682307903,3.332204510175204
son,3,4,0.0009263851401823946,3.258096538021482
son,7,2,0.0006712880473929086,3.258096538021482
son,12,1,0.0002825265815141764,3.258096538021482
son,14,1,0.0010911240917687482,3.258096538021482
son,16,1,0.00043256725146328755,3.258096538021482
son,18,1,0.00012534515208023245,3.258096538021482
break,3,1,0.00022590658447170498,3.1780538303479458
break,8,1,0.0005507892253635955,3.1780538303479458
break,11,1,0.0005302058442355599,3.1780538303479458
break,18,2,0.00024453151466532884,3.1780538303479458
wileyin,3,1,0.0002164147311432629,3.044522437723423
ijf,3,9,0.0019477325802893667,3.044522437723423
toth,3,4,0.0009152333877930623,3.2188758248682006
toth,6,1,0.0004361620358900001,3.2188758248682006
